"x","y","z"
114,1505,26
657,1400,8
195,4406,7
1342,2442,22
1150,630,12
318,4858,6
1171,3590,8
794,2203,23
969,1762,20
812,3665,17
431,2875,7
1123,2350,32
984,4494,19
397,4207,33
521,5066,14
871,2932,20
87,5489,6
771,4826,21
1079,1701,13
1126,3947,22
334,4219,31
342,5143,27
284,1392,14
942,2350,14
612,4295,23
681,1462,24
64,1075,27
1024,4859,14
872,1574,24
1094,1541,34
523,2027,31
704,4033,18
1152,3081,18
1265,1226,15
459,5191,22
339,2025,24
1320,1318,29
522,2911,9
449,2289,27
1032,3558,16
647,1813,18
508,1954,11
309,5184,18
970,996,19
1160,2220,16
1086,2055,20
667,1932,6
808,5082,29
1090,3824,13
362,1372,28
1262,3643,18
260,2537,23
1170,3992,12
256,2168,27
908,1995,9
519,2042,28
336,1260,32
611,2500,33
688,1941,11
171,2392,30
338,1607,24
275,3038,10
221,5038,7
1324,1918,20
170,868,8
1120,3264,24
958,3531,10
59,4967,31
1062,2688,14
265,4045,21
958,1476,11
631,3824,10
462,5196,7
572,1228,9
459,2429,16
388,3522,31
65,3302,28
1165,1453,7
191,5153,23
911,1658,6
536,3615,29
1375,1201,17
88,4357,6
341,1037,14
1305,3342,23
1315,2582,30
1093,2907,26
753,3009,23
1357,3334,31
1128,1520,9
386,3666,14
691,4970,24
496,1499,30
940,1635,14
628,4341,12
242,3903,34
1066,2290,28
318,2967,19
884,4256,20
1337,335,11
579,4530,35
1324,908,16
751,3955,16
1379,1176,30
312,3192,22
1188,3226,10
457,2202,31
1246,3774,22
1011,2070,20
1232,2552,13
771,4752,21
1325,3446,18
469,3834,16
1149,1642,28
1218,4800,8
784,3292,28
378,3195,12
1148,519,7
1140,2050,17
974,3326,18
1212,4709,14
1077,2481,23
255,1516,14
1328,2111,16
421,3879,31
677,1638,19
659,1330,12
1342,4792,7
1437,2205,14
1036,1308,5
1394,2823,16
1398,2890,20
1246,3868,23
972,3341,21
563,3166,14
1422,1334,19
1312,3790,24
1049,4822,23
1380,4346,30
532,3740,12
945,1186,14
681,1498,12
286,3395,15
850,3823,27
972,2664,32
1205,1612,11
1289,2081,11
329,3322,10
857,5006,30
1117,1030,21
890,3868,23
1235,4207,26
586,658,7
1246,3309,27
817,2009,9
318,5102,21
84,5489,6
815,2771,9
285,2333,11
97,4610,25
1367,2967,26
817,4826,16
511,2034,17
451,1160,7
416,5299,34
303,3890,9
518,3103,18
1168,4714,20
943,953,30
847,339,17
778,3042,17
911,3711,34
514,4282,32
459,1309,29
786,5083,24
1104,3169,13
204,850,10
1225,784,10
242,1912,23
1318,4356,24
358,3656,15
1263,3840,14
940,1643,10
1188,1272,18
1144,4650,34
821,3821,25
140,1558,22
842,4090,13
893,3954,20
423,3115,19
696,4262,20
1412,1538,14
1285,2087,10
1216,297,17
1193,4343,13
703,2320,22
1235,3617,6
425,3105,32
991,4196,20
988,3363,16
784,924,10
332,4546,15
1374,272,10
570,4220,9
571,936,30
1244,632,8
1041,1827,22
680,4070,9
84,2417,18
96,2927,25
1100,3157,14
1154,1906,14
901,673,18
146,4430,11
162,2952,35
602,3915,32
1208,764,23
650,4057,27
900,1181,11
513,418,12
924,3070,20
1285,4644,27
1368,1204,6
967,4544,9
820,2317,24
1196,864,34
782,2831,21
148,1697,9
526,4062,26
1163,3245,17
1270,1604,23
708,385,16
377,4570,8
1013,4408,19
419,5120,16
1331,3892,29
930,1554,31
1084,4132,10
196,3212,13
1324,224,13
163,3752,31
298,2453,10
1029,2441,20
886,1214,27
738,4196,15
440,5083,6
855,3092,17
1426,2738,16
640,2598,12
348,2266,26
580,3979,11
579,1229,30
852,952,17
1306,1822,8
979,3400,21
371,2615,19
1077,2299,28
798,1592,12
855,2242,10
1047,1446,25
974,1066,9
246,4361,22
424,1613,26
944,2536,16
1054,3794,11
220,1549,18
196,1614,14
1140,1137,10
1332,4007,27
827,1812,19
109,2035,19
604,1640,18
1212,187,11
129,1569,14
145,4844,25
686,5083,22
892,4526,7
212,3194,16
1070,3952,33
160,3902,13
914,4710,13
266,2576,23
123,1834,10
663,3353,18
436,2238,20
80,1892,18
728,1982,29
1341,4147,31
774,1284,12
870,1442,6
573,4304,13
1233,5059,21
1043,2326,13
191,1223,19
1363,4248,21
349,1807,26
1303,920,33
1309,2445,32
1395,2780,30
324,4236,24
955,3703,20
762,2372,23
67,1846,34
138,4024,12
934,3281,31
211,970,14
1207,1116,14
221,818,29
1094,1427,7
284,3162,14
762,4947,19
572,2286,14
1126,193,16
1218,2197,11
903,4718,12
380,3638,32
1093,3326,13
1174,398,8
961,1769,17
1242,4655,22
165,4961,21
324,1224,34
1222,4720,27
1374,2156,8
111,3995,15
1123,3010,12
1162,1837,6
1040,1305,18
569,4314,30
185,2928,25
905,4078,20
163,3448,14
709,3520,16
212,4911,31
1240,4178,20
380,4532,27
306,2951,13
508,4302,20
761,1901,11
1415,883,10
555,4596,30
1467,199,22
1263,2969,15
102,1504,28
546,1958,29
809,2597,29
1192,4708,21
905,1815,12
1311,3361,19
1046,5013,13
453,1634,22
407,3630,31
810,1854,15
898,1700,23
130,4994,30
182,4032,27
450,2210,26
910,3080,27
312,1495,29
247,4544,6
1022,3864,24
589,1269,9
977,1607,13
688,2475,12
768,3108,6
1150,1580,16
424,3249,16
457,4173,24
328,5240,8
558,4229,6
1288,2883,21
144,1586,25
1075,3893,26
833,1226,19
218,1653,12
1033,4046,18
414,1717,9
801,1823,17
544,2842,7
310,4944,6
537,4838,31
1345,858,14
300,2248,20
1224,2195,26
917,2539,9
288,2977,32
1240,4084,31
775,2528,14
1087,1066,34
751,1624,27
141,2789,6
497,2717,6
348,3961,18
969,760,8
308,3618,14
1433,1877,13
1175,248,10
501,5340,21
645,3454,26
788,1584,34
876,1953,14
1282,1436,15
793,2009,30
1048,1716,33
788,4338,31
400,1301,32
1319,1901,24
383,3485,24
688,1289,18
145,893,28
144,1951,32
206,3382,32
1106,3709,8
1202,1379,23
1040,3145,29
1422,2846,18
960,3562,27
222,1528,8
332,1348,24
728,903,28
251,5162,30
703,2683,14
820,3402,8
835,3639,6
1217,3930,15
426,4910,28
689,961,7
921,2026,10
1206,4766,7
1291,1936,11
580,3561,12
260,5222,28
1357,338,11
94,4193,18
940,3409,26
642,428,11
1323,2369,15
243,4154,7
356,1347,13
1428,2066,11
1334,660,17
92,1529,19
1221,4334,19
718,1394,7
355,5242,13
700,981,24
611,3522,32
533,3174,31
1382,4233,23
333,3959,27
876,3147,30
509,3410,7
451,2067,32
1375,2288,27
567,3563,22
1419,3297,7
680,1281,21
1037,4621,13
113,3979,5
1392,3612,9
202,2947,29
163,3048,32
463,2374,11
1169,3256,26
1456,788,13
795,4762,21
113,2699,11
1252,3066,6
1041,3535,32
271,1561,24
560,4133,11
662,3612,31
112,4836,29
403,3100,25
521,2287,16
1252,2106,24
645,4160,28
1377,2083,23
962,3434,20
1417,1716,17
918,1060,20
933,2148,8
1175,4758,12
351,4275,8
911,1390,17
1381,1886,24
1350,4064,8
754,4800,20
334,1463,15
1266,510,11
378,2548,23
810,2700,14
776,1498,34
146,3658,19
341,4333,13
1362,4373,14
639,4542,26
165,2996,30
511,3165,14
1352,3721,7
494,2856,31
216,4825,27
1207,4950,34
632,493,32
531,4904,14
743,3521,29
59,1633,29
203,1259,5
1348,1699,10
153,2986,32
1100,977,9
520,4686,13
490,4801,21
946,854,28
992,224,6
1259,3465,12
985,3349,30
812,2601,23
1302,4654,14
615,4749,28
258,1015,14
1332,1775,32
127,1218,28
1012,4926,9
1334,3409,18
910,738,7
649,2379,7
1034,4366,10
250,5336,16
950,4059,31
942,4033,13
425,1588,9
882,2353,12
1027,4506,26
333,1523,6
1428,689,13
1304,1576,7
763,2472,24
1290,1423,22
455,1471,25
373,1548,13
866,539,16
1268,552,18
104,2430,10
540,3042,11
518,2735,8
1302,3201,31
76,4442,20
452,2642,32
1270,3078,5
1134,2310,15
1058,3724,19
539,5106,24
824,1005,9
1006,3545,10
1051,1931,12
900,3475,21
1092,3627,5
1070,2980,22
381,4906,17
500,647,10
804,4923,20
709,3935,28
428,2251,22
61,4660,23
182,1933,31
707,2661,8
1018,4411,27
612,5084,16
1241,2073,9
1011,4314,14
56,2984,26
943,5012,10
499,1492,31
819,4687,31
1066,1665,18
984,4536,14
236,4600,13
1308,3961,29
1379,912,19
1044,4976,15
1006,4029,12
771,1326,19
307,3624,16
439,1088,12
274,1915,28
517,4747,30
536,4822,8
1454,2576,15
1346,2285,15
612,646,13
458,5218,34
709,3013,19
285,2983,25
1329,4111,6
663,1547,12
857,4706,24
141,4435,20
220,3398,26
304,4205,20
740,4708,27
764,4736,27
561,696,19
1138,3911,7
1131,2364,29
910,4897,8
592,1815,12
169,5147,22
323,1520,14
619,3439,19
552,2237,26
821,2780,23
1268,3972,17
566,1030,11
746,1421,7
798,2970,6
172,4688,31
1308,3960,29
1160,3200,22
573,3285,6
893,1955,6
1120,2899,16
456,2554,32
780,4601,27
394,5309,10
516,3957,8
292,2650,34
1011,3439,22
939,3052,31
1211,3596,11
1186,4618,7
1050,2552,26
300,1975,23
900,2020,8
874,2500,7
856,2134,22
648,5038,6
287,3145,16
903,4764,23
601,2291,29
1013,5032,22
759,3087,17
1160,1938,35
878,1939,13
111,4007,27
1405,4523,19
909,3980,25
560,4075,13
1353,3350,19
353,3545,25
440,3142,32
755,3407,15
958,2373,7
1298,4958,7
324,1408,18
1068,2773,30
1025,3384,20
760,1256,33
147,3894,27
145,4144,7
880,1032,30
245,2564,30
1414,603,8
1011,4660,13
641,1780,12
890,4758,14
666,2384,9
1148,4432,12
1096,2726,13
758,2389,26
141,5302,11
1200,3056,10
190,1812,33
1332,1578,9
762,3618,20
627,4361,21
123,2398,7
711,3515,24
746,2616,24
1398,3700,24
884,4750,34
861,284,10
764,1723,24
74,2197,26
73,4032,34
775,2387,13
1123,4266,20
362,673,22
961,3542,27
180,5057,18
715,1306,18
730,4788,34
1295,3432,18
1391,3422,26
676,2270,26
666,3716,20
210,760,18
112,1959,9
1041,1826,21
767,4699,27
1068,4528,13
485,3996,13
959,2938,20
543,4586,20
1246,2889,32
710,2055,12
708,4598,20
732,977,13
491,1837,13
484,2298,24
576,432,7
1000,2214,19
981,1535,17
1108,4571,14
1033,4881,7
943,1846,17
173,3610,32
489,3873,18
1158,2930,26
754,2491,10
975,2508,15
1240,4534,9
773,3774,33
1304,2750,12
1211,4879,13
276,850,24
423,1375,29
138,767,12
1244,3360,21
449,4177,31
976,3346,14
1092,4075,22
1410,4931,25
545,1542,13
536,1870,31
821,1788,28
902,1672,18
244,4132,32
316,4227,19
147,953,26
1329,1590,14
942,896,24
1257,256,12
300,5037,31
1045,982,10
507,4324,14
399,3422,30
881,2421,22
762,936,6
1082,3918,33
352,4487,28
893,1005,22
335,748,29
707,3942,20
690,3288,19
385,4858,30
524,2284,14
820,4624,24
1305,248,21
1339,3460,26
1225,4830,17
72,4886,6
639,4077,19
254,1154,17
726,4041,20
475,1642,15
929,4807,18
977,4946,13
700,579,23
1131,2363,29
484,3197,9
1086,1264,18
558,4084,34
662,1616,11
399,3387,11
832,4568,33
83,4597,8
927,274,16
580,4790,11
1190,3586,34
720,5058,6
631,3164,33
112,4963,29
421,1518,20
1161,671,11
1208,3890,6
644,4565,24
457,2926,33
484,2071,23
196,3672,19
860,2342,25
475,2952,25
573,4060,6
970,941,7
1096,2050,14
1172,473,19
646,2985,22
1395,5024,26
1300,3018,23
726,1881,14
1260,2079,18
1043,2328,13
557,2383,14
413,814,33
1002,200,19
729,4550,14
511,1370,22
222,2020,16
715,3361,25
1322,3452,19
826,3332,14
1313,2826,12
756,3943,11
442,2465,20
1016,4358,33
1430,194,13
59,3471,34
415,2810,14
1301,4474,15
1180,4370,33
400,538,15
607,1312,10
49,4044,19
451,4197,29
118,3111,8
149,3234,14
1212,1628,32
74,4813,19
68,4592,16
1178,3089,21
808,2383,17
286,1881,26
1196,1091,21
587,4433,11
720,4824,6
493,3298,34
150,1645,25
1213,1434,21
1139,4552,18
493,3122,13
1184,2034,32
1345,2303,16
706,4508,8
1021,2719,29
928,4016,20
236,4391,27
198,1921,14
458,1866,15
1346,3363,20
839,3345,17
589,2501,33
1048,3429,33
1202,3056,10
1152,1474,20
694,2296,33
453,3824,13
84,3750,8
613,1595,25
662,1094,11
287,2077,20
1231,2380,11
508,2674,34
509,2534,11
1249,3467,6
1393,3385,15
876,4349,28
911,5031,18
1328,4106,6
842,1682,29
1135,3520,24
1020,4798,24
1398,1096,29
1236,4700,9
201,4052,6
475,2429,10
1009,4204,33
272,2258,15
587,3415,33
1100,1760,10
265,1572,33
309,1509,23
97,3576,14
1360,2996,7
795,2688,8
83,4390,10
689,1681,17
292,4982,14
1372,4339,10
439,1484,6
341,910,18
459,1312,31
574,4146,16
94,3088,30
811,4154,8
754,3281,32
588,2443,27
1426,4847,16
464,3785,20
635,2341,8
1202,367,8
1122,4276,22
1242,1957,30
486,5325,34
199,1724,9
911,1730,7
892,638,20
460,1781,12
1243,4459,21
1191,2714,20
1199,1820,22
1072,2558,30
1148,3393,11
356,3211,30
542,3282,30
908,2235,19
1287,1278,30
1052,1965,13
606,3927,30
864,1577,8
865,4386,23
1162,3979,8
786,5092,21
1291,3868,32
1109,365,7
889,1616,12
436,4602,13
1110,1664,6
708,4057,11
688,1158,8
1088,3040,33
866,4570,16
703,1451,33
330,4146,27
320,3160,31
898,4374,26
1281,924,24
1263,4481,15
831,1908,30
344,3468,31
618,5066,7
932,2264,27
903,1934,33
795,2369,31
1029,3619,12
270,3697,26
76,2796,34
1201,231,13
955,3468,30
867,3190,19
1062,2267,19
322,1234,15
506,4050,29
248,864,13
279,888,18
1050,4671,8
82,4843,16
200,874,18
569,2406,13
801,4223,34
365,4769,34
590,3444,33
132,2892,14
905,2383,26
402,4680,22
712,3469,31
859,3592,32
856,4029,28
499,3105,17
663,975,31
763,2333,18
435,3206,16
120,1020,30
1063,3856,29
265,2539,28
1230,2970,22
382,2547,23
493,4308,13
675,2034,16
384,3018,9
168,1297,9
1173,3614,11
387,2721,13
768,2947,23
243,4750,16
1193,2678,31
613,461,16
968,3276,21
555,2894,10
979,3554,11
1292,3408,21
1356,1654,28
366,4358,18
1173,1198,18
1014,1940,19
414,900,18
700,3018,34
453,3287,23
203,1481,17
123,3692,30
811,3073,12
293,4515,18
71,2908,34
374,999,19
889,688,18
968,5049,27
1012,3524,14
986,2904,34
813,3597,13
929,2291,11
486,1773,24
687,3241,16
364,4058,14
172,3196,26
516,1887,24
205,1701,9
327,1951,30
1371,1461,17
1349,4355,9
1120,1867,9
1276,878,20
737,2607,20
779,4818,23
721,2788,30
210,729,19
195,3608,14
776,4983,6
471,4092,21
299,1375,15
516,2542,17
814,4294,14
157,4438,24
478,2509,29
504,2034,14
810,1019,14
953,4715,12
90,2507,9
366,1286,15
1286,3709,8
1329,4105,20
381,1054,24
392,1612,8
1191,2031,9
730,2646,22
742,2740,17
707,5063,15
480,4818,31
139,2392,31
152,5026,33
1101,1842,14
97,872,30
712,881,34
945,3471,11
272,3183,23
1350,678,12
762,3284,11
1107,2325,12
1035,1187,23
610,4178,11
1059,924,23
1036,1664,10
773,4743,14
401,4969,23
517,2640,14
1319,2364,16
292,3336,14
172,1686,7
1156,2776,6
1219,4318,21
787,1552,28
915,3810,12
1070,4649,28
1262,1572,6
863,4421,26
1294,4632,18
146,1293,24
1088,4043,21
1227,2798,22
292,2438,14
1450,2486,15
1204,4981,11
600,1860,12
487,952,16
1206,3598,27
440,1150,17
488,5258,21
91,2888,23
767,1754,19
680,1474,14
397,1325,24
910,3817,21
1098,4047,16
1244,1986,29
1193,880,13
1300,1440,12
1189,1275,17
676,1564,32
1379,4500,13
1171,4537,20
1266,3094,7
776,1270,8
660,3827,7
1034,2778,12
437,4297,27
98,4357,18
1028,4869,14
787,1283,13
436,4603,12
1174,3814,15
908,2479,6
1208,4834,32
430,4180,34
451,5102,18
528,3179,33
930,3546,8
1426,2517,10
1047,168,14
730,977,13
192,5150,24
639,4486,19
1258,4262,29
409,5184,18
158,5110,18
970,3600,25
90,4200,28
814,1784,17
425,2316,13
621,5050,18
360,5260,8
376,4008,6
784,3150,10
637,3920,20
1324,532,6
604,4315,20
538,1797,12
401,918,7
872,1832,11
1243,4196,16
263,5204,20
1310,4987,11
1213,1561,7
344,5238,34
1053,2574,19
731,980,12
190,2980,28
674,4287,22
256,1554,7
320,1857,33
1219,2149,17
1092,3061,22
643,1328,21
200,4020,25
822,4831,13
261,3710,16
195,3024,23
529,2169,13
778,1341,6
1019,4701,8
1392,4239,30
1072,1217,13
588,4752,18
811,4806,31
955,3312,29
695,1832,10
1205,2545,30
447,1713,14
591,2111,9
212,1668,24
51,5491,21
1282,4590,27
598,4962,8
112,5427,5
311,5200,24
161,1279,20
1352,3839,12
1314,3686,19
859,4891,16
681,1754,30
691,1936,24
1458,2409,15
874,3054,34
156,1949,25
1143,759,17
1292,561,27
860,914,11
1468,1414,13
692,4950,33
1412,2834,25
727,3993,25
203,3375,34
132,4235,11
847,4715,11
1371,1462,17
529,3898,23
261,834,30
1045,768,15
347,3088,10
1242,4274,22
701,4036,18
1102,1774,21
1430,3712,12
562,1091,23
836,4254,18
285,2893,31
597,782,13
527,4920,29
75,2396,28
605,2831,14
1012,3814,27
156,4744,18
493,3607,35
832,1794,27
588,3628,16
1228,1948,14
589,2501,30
1420,424,7
532,4050,31
473,1354,17
1132,450,10
133,1843,15
397,5256,21
1250,4542,16
1239,1989,6
1162,3669,20
325,2730,18
151,1925,22
197,1538,19
165,4887,19
1023,2908,13
1149,365,17
673,3507,18
64,5266,7
195,4946,27
86,4029,20
291,1004,27
632,3097,23
956,2951,28
1369,2273,32
161,1846,20
1211,3304,21
878,471,19
788,293,13
755,3134,11
488,4280,7
209,1425,26
882,1073,7
689,1300,13
1149,607,9
851,2114,12
592,1662,12
841,3665,7
913,899,28
859,3268,25
460,3108,23
422,5268,13
161,3779,12
169,4420,28
1308,901,16
380,3091,10
168,4697,14
1285,1226,11
1111,2483,16
636,4056,7
943,1452,21
732,574,8
536,3739,12
582,4065,17
292,4842,26
638,4056,7
782,2310,33
74,3760,29
307,4618,25
1056,3656,6
1042,4119,28
832,2816,24
696,3467,9
1360,4996,21
835,3998,7
1132,693,8
299,3189,16
1347,5085,21
664,3874,22
1058,2401,22
384,5148,7
1137,2156,5
268,4794,31
792,4004,34
1348,860,11
73,749,28
296,3215,16
1062,1172,24
538,4081,8
1278,221,14
1205,478,8
1021,2013,33
476,4852,9
790,524,12
344,3934,27
1096,1444,16
362,1786,25
1225,2144,26
425,1575,30
472,1033,17
1424,634,9
965,2605,34
1127,453,9
529,4453,33
124,5170,28
1065,2815,20
667,2050,24
1323,4360,19
757,3614,19
992,1579,21
874,1986,11
751,2648,16
762,2748,10
638,3131,18
337,4108,14
332,3841,28
227,670,14
230,4785,23
1192,3395,15
960,3484,21
78,3788,21
164,1369,16
172,2997,11
1255,3378,30
961,2888,24
654,3710,32
214,4051,17
1036,1914,31
217,4961,16
832,4715,15
1260,4446,20
1122,2018,20
1191,4120,8
598,4665,6
1341,5074,17
1205,1350,14
1026,5034,8
640,2122,12
178,2342,16
789,3676,34
422,2368,27
1357,2762,6
602,1600,23
310,951,17
1077,1476,14
541,4670,22
796,3742,19
298,2814,33
508,4802,20
590,3128,6
207,1419,15
337,910,6
326,1885,9
399,1091,7
451,3200,16
339,5298,24
1092,1888,30
280,1217,20
120,1751,14
402,3735,6
705,3463,13
846,1977,10
1237,3667,15
1173,2318,8
1000,2931,11
1016,3328,34
220,3575,12
311,3810,30
697,4946,17
168,3419,11
321,3768,7
309,2799,18
494,3656,5
171,2929,20
278,3514,27
921,4334,27
336,4756,8
308,3948,7
142,2924,31
782,1975,28
549,2230,32
1047,126,21
1142,3033,18
1307,700,12
252,3268,26
717,1594,19
1232,211,17
362,4767,32
395,1747,11
1102,1278,14
612,1594,29
1324,1769,23
1225,259,13
502,5016,19
196,3305,31
876,3635,32
772,4635,14
594,3283,31
460,960,13
369,5299,31
584,4944,30
967,3514,18
292,1771,24
1067,5101,15
597,4103,28
1319,3928,13
217,3752,28
360,5084,23
1419,1745,27
610,419,22
1160,2224,10
908,3950,10
352,1098,17
1175,4908,6
980,2785,17
899,2095,8
892,4985,24
916,2849,18
74,2811,20
295,4105,11
1082,4352,18
431,1744,11
856,1790,9
1160,2318,11
390,5213,8
618,4154,24
1306,899,12
1252,4203,14
96,3762,16
1186,2402,27
1232,3790,21
866,4350,17
1134,4374,15
414,1890,7
395,4515,31
609,768,16
326,2679,6
518,1435,19
314,5243,34
1200,4879,21
1160,3825,33
100,2766,6
1086,4530,26
1213,3614,18
366,3242,23
133,1491,26
322,1929,29
755,3248,17
460,1702,15
1224,3596,22
1282,3937,19
956,1237,32
97,2040,22
1069,4845,33
166,1462,14
378,1103,19
84,1471,30
259,4381,14
145,824,22
1360,1497,16
140,1352,22
595,1252,20
113,2215,33
1322,3392,31
218,1010,7
1298,4494,24
696,2880,8
938,1762,30
426,4652,13
402,2473,15
106,3305,12
1451,837,24
1200,1487,32
1111,1591,28
1052,5007,19
975,440,31
1328,1528,29
222,3118,6
342,2731,11
526,1318,6
1142,3975,32
62,4078,28
970,266,12
370,1192,14
544,3564,19
1092,3317,8
827,3750,34
730,918,14
507,4419,9
1258,2080,24
391,3336,33
795,4419,12
748,4356,32
481,4307,8
756,1371,14
911,4514,11
157,4362,23
321,4789,18
1349,5083,23
55,2914,32
1077,4506,11
1147,3832,25
468,3336,11
276,3401,24
1159,4501,11
794,2280,24
915,290,28
462,4605,9
965,3371,7
492,3876,27
85,1067,29
668,1765,33
202,5121,28
1460,2459,16
703,1996,16
254,2255,12
1001,3126,20
943,2926,15
584,4476,6
143,5239,9
354,1910,20
1124,1030,11
302,1895,29
585,1655,11
446,507,18
649,2036,31
99,2533,25
521,542,12
1352,3222,21
1111,2552,21
1167,2178,8
460,891,22
1426,2394,15
563,3193,19
73,1900,21
111,5115,26
239,1439,18
1088,1684,17
139,3962,19
1406,3318,7
657,3214,33
109,2984,10
609,2865,15
1265,1238,22
547,4261,25
595,855,11
947,4696,33
687,2331,30
493,4818,33
606,3767,20
1377,3911,33
464,3687,33
265,4773,21
252,1829,14
562,2326,23
849,4283,25
818,1658,18
580,2541,21
588,2822,6
421,2274,14
250,2522,15
1259,4513,10
284,2104,18
338,4155,20
1384,2144,28
495,4844,27
1234,3500,29
1322,2506,26
113,2384,27
918,582,11
1354,3032,23
1051,4625,32
132,2338,15
418,3756,17
474,3880,10
817,1244,16
1022,3867,17
279,3701,12
1200,1601,34
318,5003,31
677,3216,17
335,3179,33
944,2153,26
838,4312,29
747,4476,19
915,2873,26
1228,3491,16
651,4350,28
1288,3520,19
1140,1560,11
541,3294,25
904,3611,13
184,1674,30
1292,3030,30
1423,1336,18
674,3685,16
1202,1445,34
550,1336,14
563,4111,9
485,1112,8
919,1427,24
494,1555,13
953,2256,24
888,3116,29
1229,2284,30
821,958,11
626,836,13
414,5059,23
55,2513,32
1136,3910,25
1195,4694,28
72,2812,18
1003,4600,13
874,498,11
593,4136,26
669,4200,23
417,1475,6
999,4213,23
1216,2211,8
732,3794,25
1056,4325,34
515,1620,10
782,1247,10
1127,3809,8
413,2353,15
1344,1760,21
1196,268,10
1106,3394,32
1247,5060,8
1327,4602,23
109,3814,16
1330,3711,12
796,1353,29
396,5224,30
610,2721,26
1373,1944,20
1327,1833,30
454,4987,11
145,3230,7
1420,1189,6
897,929,28
929,4042,14
649,1367,17
700,4187,21
1162,4640,12
246,5009,30
1184,3027,13
1048,1947,9
499,2586,28
810,4398,10
1295,3868,11
678,4998,6
831,2702,17
603,1954,19
954,224,12
596,2119,26
163,5143,8
1405,4069,12
1294,4281,32
1020,206,15
693,1532,12
1106,3684,27
703,5101,22
991,3715,9
307,1774,26
444,1760,31
1066,1630,12
330,2431,22
67,5159,34
501,3680,21
903,3800,13
756,2496,11
453,2469,31
1378,2255,19
1125,4699,15
1213,4823,10
451,1379,18
80,2193,32
1166,2036,15
1179,1459,8
605,1303,18
272,1464,29
943,920,12
1222,873,13
1139,732,18
1221,1188,7
723,4700,22
843,1941,23
108,2034,19
1364,4669,13
726,2646,23
1098,4112,27
300,3912,27
760,990,9
528,3452,34
1200,2727,11
249,2699,31
141,1873,14
872,3850,17
622,3027,16
716,1276,12
649,1832,28
847,1681,14
639,3384,17
174,2329,18
178,1082,6
820,2346,29
876,1108,13
1278,1439,11
453,4152,26
1165,4647,23
380,4741,14
485,5341,17
807,4716,6
643,1062,13
344,1325,6
1305,4525,17
1317,2383,11
1094,1839,29
1394,4328,13
926,3335,9
948,2724,11
910,4039,17
1053,4746,22
936,3544,17
812,1757,13
348,3682,31
1016,4014,16
415,770,27
526,3088,30
185,5183,24
1095,4017,29
191,4825,31
1152,5052,8
83,3568,8
1008,3621,14
803,3952,15
1076,1014,23
863,2162,22
794,2745,19
291,5043,15
760,4455,31
1310,2176,29
1430,2109,12
806,4763,11
1098,2917,9
768,3320,19
1421,2754,10
85,4436,22
926,2420,31
509,4802,32
414,3180,23
1244,4300,28
322,3191,28
1204,4359,11
774,3060,21
1406,4769,29
954,2650,9
399,1408,23
1405,1979,25
594,1023,9
1269,2483,7
382,4048,28
1101,4474,32
606,4176,14
809,4103,6
770,2741,34
772,1485,18
1162,718,12
1358,2428,8
744,1000,8
438,2596,26
894,3198,9
1271,2820,8
398,5055,23
975,1780,11
58,2949,23
1117,4552,15
1226,4966,26
755,705,18
563,3414,20
488,4932,20
1429,2846,10
1344,610,15
673,3504,22
1158,3911,22
1037,3347,13
1212,3630,7
1243,1838,30
572,2791,30
424,1734,30
474,3230,16
539,4298,6
379,4193,32
1155,2180,26
833,2942,32
1194,3393,15
1120,2536,18
1324,5018,26
1338,4120,23
332,2291,23
1034,4550,14
293,4752,13
683,1792,8
471,2577,33
919,2542,32
399,1537,26
1039,4708,21
329,4591,10
369,5190,25
266,856,16
142,1040,9
1344,577,18
192,2810,25
1189,4571,11
664,1612,13
129,1844,23
527,1380,16
627,2665,27
119,4656,14
1348,511,6
990,2171,34
1412,2126,27
1319,5010,32
1420,1308,25
822,2937,18
108,3076,8
1401,4912,12
204,3219,18
983,2259,25
935,2371,26
886,4969,16
312,1818,25
1309,3734,13
254,1407,15
613,1300,28
875,3977,13
1343,2064,14
1265,2010,23
138,4140,10
1391,2905,21
582,1992,10
580,3098,20
187,5067,21
209,1916,15
571,3992,15
1122,1212,20
956,3118,15
763,2424,16
756,667,10
1002,2945,14
770,3274,11
294,3068,30
683,218,16
1222,876,14
1414,1809,11
856,3296,14
117,1496,28
1347,1540,14
351,1548,12
572,4657,6
244,2980,7
571,1151,20
156,3728,15
910,3735,9
388,4699,13
1208,3720,15
390,5137,27
1311,5034,19
1199,3039,31
222,3284,27
757,1266,20
527,1810,20
1037,1101,11
290,4965,28
352,1299,14
1074,1527,33
166,4690,34
601,4117,7
385,3404,28
513,1840,21
1285,2821,28
764,3205,6
84,5100,14
1015,4622,14
550,3396,7
448,5238,20
807,4395,14
205,2839,22
1041,3953,15
344,4085,27
1400,966,16
332,4905,16
405,2258,12
315,970,10
903,510,10
1313,3586,13
1321,3400,14
1442,4030,14
458,1957,8
1326,4630,20
240,4072,14
405,4583,10
109,4753,33
885,1120,8
1249,4272,32
1373,4178,21
590,3460,11
751,4600,31
695,4976,11
599,2013,8
685,2338,8
1136,2400,12
104,4356,18
1184,1900,21
906,3212,30
525,2954,23
201,1887,20
621,1374,33
357,5196,28
1390,3146,12
666,3041,30
191,4387,12
123,1528,30
1081,3936,12
535,3014,6
1204,3404,12
1032,562,30
101,3324,18
1264,3105,19
1108,1893,29
183,5104,19
1124,1933,10
1410,891,29
